DATE,46670,46982,46504,46571,46888
2008-06-08,1.0,2.0,1.0,1.0,2.0
2008-07-11,1.0,3.0,1.0,1.0,2.0
2008-09-14,2.0,6.0,2.0,1.0,1.0
2008-09-16,2.0,1.0,1.0,1.0,3.0
2008-09-22,2.0,4.0,1.0,1.0,2.0
2008-09-25,2.0,4.0,1.0,1.0,3.0
2008-09-28,5.0,6.0,2.0,2.0,2.0
2008-09-29,1.0,5.0,1.0,4.0,7.0
2008-10-02,8.0,10.0,1.0,3.0,1.0
2008-10-03,2.0,6.0,1.0,3.0,3.0
2008-10-06,1.0,8.0,1.0,3.0,3.0
2008-10-07,5.0,7.0,1.0,2.0,5.0
2008-10-10,3.0,8.0,4.0,1.0,7.0
2008-10-11,12.0,10.0,2.0,1.0,7.0
2008-10-15,8.0,2.0,3.0,1.0,3.0
2008-10-16,5.0,3.0,4.0,5.0,1.0
2008-10-22,1.0,7.0,1.0,1.0,3.0
2008-10-25,7.0,4.0,3.0,2.0,2.0
2008-10-26,10.0,6.0,5.0,1.0,1.0
2008-10-27,4.0,10.0,2.0,2.0,3.0
2008-10-28,3.0,14.0,4.0,1.0,3.0
2008-10-29,3.0,8.0,3.0,1.0,2.0
2008-10-30,3.0,12.0,4.0,2.0,5.0
2008-10-31,8.0,14.0,2.0,1.0,2.0
2008-11-06,1.0,6.0,1.0,2.0,3.0
2009-04-05,1.0,1.0,2.0,1.0,2.0
2009-04-26,1.0,1.0,1.0,1.0,1.0
2009-05-05,1.0,7.0,4.0,2.0,7.0
2009-05-06,4.0,9.0,2.0,3.0,6.0
2009-05-08,5.0,6.0,3.0,5.0,6.0
2009-05-09,9.0,4.0,5.0,5.0,1.0
2009-05-11,1.0,1.0,6.0,9.0,3.0
2009-05-12,10.0,10.0,8.0,1.0,3.0
2009-05-14,4.0,1.0,5.0,2.0,1.0
2009-05-16,4.0,4.0,2.0,5.0,1.0
2009-05-18,2.0,22.0,5.0,2.0,2.0
2009-05-21,1.0,9.0,6.0,3.0,2.0
2009-05-31,8.0,3.0,4.0,1.0,8.0
2009-06-01,3.0,5.0,1.0,2.0,2.0
2009-06-02,2.0,13.0,4.0,2.0,3.0
2009-06-03,6.0,3.0,5.0,5.0,1.0
2009-06-04,4.0,2.0,7.0,5.0,1.0
2009-06-06,5.0,2.0,7.0,3.0,4.0
2009-06-07,9.0,2.0,4.0,4.0,2.0
2009-06-08,4.0,4.0,6.0,5.0,3.0
2009-06-09,2.0,4.0,11.0,9.0,2.0
2009-06-10,8.0,5.0,13.0,2.0,3.0
2009-06-11,3.0,3.0,4.0,1.0,8.0
2009-06-12,2.0,2.0,8.0,6.0,2.0
2009-06-13,10.0,3.0,8.0,7.0,2.0
2009-06-14,2.0,12.0,4.0,3.0,2.0
2009-06-16,9.0,5.0,4.0,6.0,2.0
2009-06-17,8.0,3.0,3.0,10.0,1.0
2009-06-18,7.0,1.0,1.0,1.0,2.0
2009-06-19,2.0,4.0,4.0,9.0,4.0
2009-06-20,9.0,8.0,4.0,1.0,2.0
2009-06-23,3.0,4.0,4.0,1.0,1.0
2009-06-25,3.0,9.0,5.0,2.0,2.0
2009-06-28,4.0,6.0,3.0,5.0,1.0
2009-07-03,5.0,3.0,1.0,6.0,2.0
2009-07-04,2.0,2.0,4.0,3.0,1.0
2009-07-06,2.0,2.0,3.0,2.0,1.0
2009-07-09,7.0,2.0,3.0,3.0,1.0
2009-07-10,4.0,1.0,10.0,5.0,1.0
2009-07-11,6.0,4.0,10.0,8.0,2.0
2009-07-14,9.0,2.0,6.0,6.0,1.0
2009-07-15,11.0,4.0,2.0,3.0,1.0
2009-07-16,6.0,6.0,5.0,6.0,1.0
2009-07-19,4.0,4.0,3.0,3.0,1.0
2009-07-20,2.0,2.0,5.0,1.0,1.0
2009-07-26,3.0,2.0,2.0,1.0,2.0
2009-07-29,1.0,7.0,9.0,1.0,1.0
2009-08-07,5.0,12.0,2.0,1.0,1.0
2009-08-12,21.0,3.0,1.0,2.0,1.0
2009-08-14,7.0,1.0,2.0,4.0,2.0
2009-08-15,10.0,3.0,4.0,5.0,1.0
2009-08-20,6.0,4.0,1.0,4.0,1.0
2009-08-21,3.0,2.0,2.0,3.0,2.0
2009-08-23,4.0,10.0,2.0,3.0,2.0
2009-08-26,11.0,15.0,3.0,4.0,1.0
2009-08-27,10.0,5.0,2.0,2.0,1.0
2009-08-28,5.0,14.0,7.0,3.0,1.0
2009-08-29,8.0,17.0,2.0,2.0,2.0
2009-08-31,16.0,15.0,4.0,3.0,1.0
2009-09-01,11.0,18.0,3.0,2.0,5.0
2009-09-02,9.0,13.0,6.0,2.0,1.0
2009-09-03,16.0,4.0,4.0,2.0,1.0
2009-09-04,11.0,6.0,4.0,3.0,1.0
2009-09-05,14.0,7.0,6.0,3.0,1.0
2009-09-06,19.0,9.0,2.0,1.0,4.0
2009-09-07,15.0,15.0,6.0,2.0,1.0
2009-09-09,20.0,5.0,5.0,6.0,1.0
2009-09-10,24.0,2.0,2.0,3.0,3.0
2009-09-11,23.0,5.0,2.0,2.0,1.0
2009-09-12,14.0,16.0,3.0,5.0,6.0
2009-09-13,12.0,4.0,2.0,5.0,3.0
2009-09-15,11.0,3.0,2.0,3.0,4.0
2009-09-19,7.0,12.0,2.0,5.0,3.0
2009-09-20,6.0,6.0,5.0,5.0,1.0
2009-09-21,6.0,18.0,2.0,3.0,5.0
2009-09-22,6.0,11.0,2.0,3.0,2.0
2009-09-24,13.0,10.0,2.0,4.0,2.0
2009-09-25,10.0,13.0,5.0,2.0,1.0
2009-09-27,14.0,13.0,1.0,3.0,2.0
2009-09-29,1.0,5.0,1.0,1.0,2.0
2009-10-04,4.0,7.0,3.0,2.0,3.0
2009-10-05,11.0,10.0,2.0,4.0,7.0
2009-10-06,10.0,12.0,2.0,3.0,5.0
2009-10-09,14.0,10.0,3.0,3.0,1.0
2009-10-10,15.0,9.0,8.0,1.0,3.0
2009-10-11,14.0,7.0,5.0,2.0,4.0
2009-10-12,22.0,7.0,7.0,1.0,3.0
2009-10-13,18.0,8.0,7.0,2.0,1.0
2009-10-14,13.0,11.0,10.0,2.0,3.0
2009-10-15,12.0,13.0,2.0,2.0,5.0
2009-10-16,12.0,11.0,4.0,1.0,3.0
2009-10-18,8.0,10.0,2.0,1.0,4.0
2009-10-19,4.0,2.0,3.0,1.0,1.0
2009-10-20,11.0,9.0,3.0,1.0,1.0
2009-10-22,4.0,5.0,2.0,1.0,1.0
2009-10-25,6.0,8.0,3.0,1.0,3.0
2009-10-28,3.0,1.0,3.0,2.0,4.0
2009-10-31,9.0,2.0,1.0,2.0,1.0
2009-11-14,5.0,6.0,1.0,1.0,6.0
2009-11-16,2.0,9.0,6.0,1.0,2.0
2009-11-18,5.0,3.0,1.0,1.0,2.0
2009-11-26,5.0,2.0,2.0,1.0,1.0
