DATE,7058,8572,39601,8901,7730
1963-11-14,1531.0,422.0,19.0,164.0,2.0
1963-11-15,1488.923076923077,409.38461538461536,18.923076923076923,161.42307692307693,1.9615384615384615
1963-11-16,1446.8461538461538,396.7692307692308,18.846153846153847,158.84615384615384,1.9230769230769231
1963-11-17,1404.7692307692307,384.15384615384613,18.76923076923077,156.26923076923077,1.8846153846153846
1963-11-18,1362.6923076923076,371.53846153846155,18.692307692307693,153.69230769230768,1.8461538461538463
1963-11-19,1320.6153846153845,358.9230769230769,18.615384615384617,151.1153846153846,1.8076923076923077
1963-11-20,1278.5384615384614,346.3076923076923,18.53846153846154,148.53846153846155,1.7692307692307692
1963-11-21,1236.4615384615386,333.6923076923077,18.46153846153846,145.96153846153845,1.7307692307692308
1963-11-22,1194.3846153846152,321.0769230769231,18.384615384615383,143.3846153846154,1.6923076923076923
1963-11-23,1152.3076923076924,308.46153846153845,18.307692307692307,140.80769230769232,1.6538461538461537
1963-11-24,1110.230769230769,295.84615384615387,18.23076923076923,138.23076923076923,1.6153846153846154
1963-11-25,1068.1538461538462,283.2307692307692,18.153846153846153,135.65384615384616,1.5769230769230769
1963-11-26,1026.076923076923,270.61538461538464,18.076923076923077,133.07692307692307,1.5384615384615383
1963-11-27,984.0,258.0,18.0,130.5,1.5
1963-11-28,941.9230769230769,245.3846153846154,17.923076923076923,127.92307692307692,1.4615384615384615
1963-11-29,899.8461538461538,232.76923076923077,17.846153846153847,125.34615384615384,1.423076923076923
1963-11-30,857.7692307692307,220.15384615384616,17.76923076923077,122.76923076923077,1.3846153846153846
1963-12-01,815.6923076923076,207.53846153846155,17.692307692307693,120.19230769230768,1.3461538461538463
1963-12-02,773.6153846153845,194.92307692307693,17.615384615384617,117.61538461538461,1.3076923076923077
1963-12-03,731.5384615384614,182.30769230769232,17.53846153846154,115.03846153846153,1.2692307692307692
1963-12-04,689.4615384615383,169.6923076923077,17.46153846153846,112.46153846153845,1.2307692307692308
1963-12-05,647.3846153846154,157.0769230769231,17.384615384615383,109.88461538461539,1.1923076923076923
1963-12-06,605.3076923076923,144.46153846153845,17.307692307692307,107.3076923076923,1.1538461538461537
1963-12-07,563.2307692307692,131.84615384615387,17.23076923076923,104.73076923076923,1.1153846153846154
1963-12-08,521.1538461538461,119.23076923076923,17.153846153846153,102.15384615384615,1.0769230769230769
1963-12-09,479.0769230769231,106.61538461538464,17.076923076923077,99.57692307692307,1.0384615384615383
1963-12-10,437.0,94.0,17.0,97.0,1.0
1963-12-11,436.225,93.9125,17.059375,96.76875,3.375
1963-12-12,435.45,93.825,17.11875,96.5375,5.75
1963-12-13,434.675,93.7375,17.178125,96.30625,8.125
1963-12-14,433.9,93.65,17.2375,96.075,10.5
1963-12-15,433.125,93.5625,17.296875,95.84375,12.875
1963-12-16,432.35,93.475,17.35625,95.6125,15.25
1963-12-17,431.575,93.3875,17.415625,95.38125,17.625
1963-12-18,430.8,93.3,17.475,95.15,20.0
1963-12-19,430.025,93.2125,17.534375,94.91875,22.375
1963-12-20,429.25,93.125,17.59375,94.6875,24.75
1963-12-21,428.475,93.0375,17.653125,94.45625,27.125
1963-12-22,427.7,92.95,17.7125,94.225,29.5
1963-12-23,426.925,92.8625,17.771875,93.99375,31.875
1963-12-24,426.15,92.775,17.83125,93.7625,34.25
1963-12-25,425.375,92.6875,17.890625,93.53125,36.625
1963-12-26,424.6,92.6,17.95,93.3,39.0
1963-12-27,423.825,92.5125,18.009375,93.06875,41.375
1963-12-28,423.05,92.425,18.06875,92.8375,43.75
1963-12-29,422.275,92.3375,18.128125,92.60625,46.125
1963-12-30,421.5,92.25,18.1875,92.375,48.5
1963-12-31,420.725,92.1625,18.246875,92.14375,50.875
1964-01-01,419.95,92.075,18.30625,91.9125,53.25
1964-01-02,419.175,91.9875,18.365625,91.68125,55.625
1964-01-03,418.4,91.9,18.425,91.45,58.0
1964-01-04,417.625,91.8125,18.484375,91.21875,60.375
1964-01-05,416.85,91.725,18.54375,90.9875,62.75
1964-01-06,416.075,91.6375,18.603125,90.75625,65.125
1964-01-07,415.3,91.55,18.6625,90.525,67.5
1964-01-08,414.525,91.4625,18.721875,90.29375,69.875
1964-01-09,413.75,91.375,18.78125,90.0625,72.25
1964-01-10,412.975,91.2875,18.840625,89.83125,74.625
1964-01-11,412.2,91.2,18.9,89.6,77.0
1964-01-12,411.425,91.1125,18.959375,89.36875,79.375
1964-01-13,410.65,91.025,19.01875,89.1375,81.75
1964-01-14,409.875,90.9375,19.078125,88.90625,84.125
1964-01-15,409.1,90.85,19.1375,88.675,86.5
1964-01-16,408.325,90.7625,19.196875,88.44375,88.875
1964-01-17,407.55,90.675,19.25625,88.2125,91.25
1964-01-18,406.775,90.5875,19.315625,87.98125,93.625
1964-01-19,406.0,90.5,19.375,87.75,96.0
1964-01-20,405.225,90.4125,19.434375,87.51875,98.375
1964-01-21,404.45,90.325,19.49375,87.2875,100.75
1964-01-22,403.675,90.2375,19.553125,87.05625,103.125
1964-01-23,402.9,90.15,19.6125,86.825,105.5
1964-01-24,402.125,90.0625,19.671875,86.59375,107.875
1964-01-25,401.35,89.975,19.73125,86.3625,110.25
1964-01-26,400.575,89.8875,19.790625,86.13125,112.625
1964-01-27,399.8,89.8,19.85,85.9,115.0
1964-01-28,399.025,89.7125,19.909375,85.66875,117.375
1964-01-29,398.25,89.625,19.96875,85.4375,119.75
1964-01-30,397.475,89.5375,20.028125,85.20625,122.125
1964-01-31,396.7,89.45,20.0875,84.975,124.5
